OTU	pident	title	genus	species
Otu00713	94.444	Anaeroplasma abactoclasticum	Anaeroplasma	abactoclasticum
Otu00714	94.071	Muribaculum intestinale	Muribaculum	intestinale
Otu00715	99.605	Lactobacillus coleohominis	Lactobacillus	coleohominis
Otu00717	93.651	Emergencia timonensis	Emergencia	timonensis
Otu00718	98.814	Roseburia intestinalis	Roseburia	intestinalis
Otu00720	94.444	Olsenella profusa	Olsenella	profusa
Otu00721	100	Corynebacterium freneyi	Corynebacterium	freneyi
Otu00722	93.676	Faecalicatena contorta	Faecalicatena	contorta
Otu00723	100	Bacteroides uniformis	Bacteroides	uniformis
Otu00730	99.606	Methanosphaera cuniculi	Methanosphaera	cuniculi
Otu00731	100	Bacteroides heparinolyticus	Bacteroides	heparinolyticus
Otu00732	93.676	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu00734	97.628	Pseudoflavonifractor capillosus	Pseudoflavonifractor	capillosus
Otu00735	100	Akkermansia muciniphila	Akkermansia	muciniphila
Otu00736	94.882	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu00737	100	Bacteroides pyogenes	Bacteroides	pyogenes
Otu00743	94.466	[Clostridium] colinum	[Clostridium]	colinum
Otu00744	100	Aerococcus suis	Aerococcus	suis
Otu00745	99.605	Rothia endophytica	Rothia	endophytica
Otu00746	95.652	Parasutterella secunda	Parasutterella	secunda
Otu00751	95.652	Frisingicoccus caecimuris	Frisingicoccus	caecimuris
Otu00752	94.466	Flintibacter butyricus	Flintibacter	butyricus
Otu00754	95.257	Oscillibacter valericigenes	Oscillibacter	valericigenes
Otu00756	94.466	Fibrobacter succinogenes	Fibrobacter	succinogenes
Otu00761	93.281	Campylobacter pinnipediorum	Campylobacter	pinnipediorum
Otu00764	94.071	Anaerococcus provencensis	Anaerococcus	provencensis
Otu00765	94.882	Anaerostipes caccae	Anaerostipes	caccae
Otu00766	99.605	Helicobacter apri	Helicobacter	apri
Otu00768	97.189	Mitsuokella multacida	Mitsuokella	multacida
Otu00769	97.071	Prevotella copri	Prevotella	copri
Otu00770	96.047	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio	ruminis
Otu00771	94.882	Oscillibacter valericigenes	Oscillibacter	valericigenes
Otu00774	96.838	Murimonas intestini	Murimonas	intestini
Otu00777	98.814	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio	ruminis
Otu00779	94.862	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu00783	95.238	Aminipila butyrica	Aminipila	butyrica
Otu00785	93.676	Treponema porcinum	Treponema	porcinum
Otu00786	97.628	Agathobaculum desmolans	Agathobaculum	desmolans
Otu00788	94.488	Ruminococcus bromii	Ruminococcus	bromii
Otu00789	95.257	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu00790	94.862	[Eubacterium] siraeum	[Eubacterium]	siraeum
Otu00791	94.071	Bacteroides caecigallinarum	Bacteroides	caecigallinarum
Otu00792	94.118	[Clostridium] viride	[Clostridium]	viride
Otu00794	96.047	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu00797	100	Mobiluncus mulieris	Mobiluncus	mulieris
Otu00798	97.233	Gemmiger formicilis	Gemmiger	formicilis
Otu00802	95.652	Lachnobacterium bovis	Lachnobacterium	bovis
Otu00805	100	Solibacillus kalamii	Solibacillus	kalamii
Otu00808	96.047	Anaerobium acetethylicum	Anaerobium	acetethylicum
Otu00811	98.814	Kineothrix alysoides	Kineothrix	alysoides
Otu00812	97.222	Ihubacter massiliensis	Ihubacter	massiliensis
Otu00815	100	Oscillibacter valericigenes	Oscillibacter	valericigenes
Otu00817	96.838	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu00818	95.238	Ihubacter massiliensis	Ihubacter	massiliensis
Otu00820	94.048	Ihubacter massiliensis	Ihubacter	massiliensis
Otu00821	100	Streptococcus halotolerans	Streptococcus	halotolerans
Otu00824	96.825	Selenomonas bovis	Selenomonas	bovis
Otu00826	100	Collinsella bouchesdurhonensis	Collinsella	bouchesdurhonensis
Otu00827	97.222	Collinsella intestinalis	Collinsella	intestinalis
Otu00828	97.233	Murimonas intestini	Murimonas	intestini
Otu00831	98.024	Treponema berlinense	Treponema	berlinense
Otu00832	96.047	Kineothrix alysoides	Kineothrix	alysoides
Otu00834	94.862	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu00836	100	Pseudomonas aeruginosa	Pseudomonas	aeruginosa
Otu00838	100	Sporosarcina contaminans	Sporosarcina	contaminans
Otu00839	96.457	Blautia hominis	Blautia	hominis
Otu00842	94.466	Blautia glucerasea	Blautia	glucerasea
Otu00844	95.257	Elusimicrobium minutum	Elusimicrobium	minutum
Otu00845	93.281	Ruminiclostridium cellulolyticum	Ruminiclostridium	cellulolyticum
Otu00847	98.016	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu00849	95.257	Mediterranea massiliensis	Mediterranea	massiliensis
Otu00850	95.238	Anaerococcus nagyae	Anaerococcus	nagyae
Otu00856	95.276	Frisingicoccus caecimuris	Frisingicoccus	caecimuris
Otu00857	94.882	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu00858	97.233	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu00859	95.669	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu00861	94.071	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu00864	97.628	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu00865	98.814	Faecalicatena contorta	Faecalicatena	contorta
Otu00866	97.233	Clostridium butyricum	Clostridium	butyricum
Otu00867	93.281	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu00874	100	Cloacibacillus evryensis	Cloacibacillus	evryensis
Otu00876	99.209	Actinobacillus minor	Actinobacillus	minor
Otu00877	96.443	Desulfovibrio piger	Desulfovibrio	piger
Otu00878	93.333	[Bacteroides] pectinophilus	[Bacteroides]	pectinophilus
Otu00880	100	Erysipelatoclostridium ramosum	Erysipelatoclostridium	ramosum
Otu00882	96.063	[Clostridium] lavalense	[Clostridium]	lavalense
Otu00883	94.118	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu00884	97.255	Anaerocolumna xylanovorans	Anaerocolumna	xylanovorans
Otu00887	94.118	Arcanobacterium wilhelmae	Arcanobacterium	wilhelmae
Otu00889	100	Fusobacterium varium	Fusobacterium	varium
Otu00891	93.333	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu00901	100	Desulfovibrio gigas	Desulfovibrio	gigas
Otu00904	97.233	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu00906	95.652	Desulfovibrio piger	Desulfovibrio	piger
Otu00910	93.676	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu00914	95.686	Anaerobium acetethylicum	Anaerobium	acetethylicum
Otu00915	96.838	Eubacterium xylanophilum	Eubacterium	xylanophilum
Otu00917	98.024	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu00920	96.838	Hungateiclostridium straminisolvens	Hungateiclostridium	straminisolvens
Otu00921	94.862	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu00923	93.307	Sporobacter termitidis	Sporobacter	termitidis
Otu00925	99.19	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu00928	99.605	Faecalicatena orotica	Faecalicatena	orotica
Otu00932	98.024	Prevotella copri	Prevotella	copri
Otu00933	96.047	Kineothrix alysoides	Kineothrix	alysoides
Otu00936	100	Roseburia faecis	Roseburia	faecis
Otu00937	94.071	Parasporobacterium paucivorans	Parasporobacterium	paucivorans
Otu00940	100	Sutterella parvirubra	Sutterella	parvirubra
Otu00941	99.209	[Bacteroides] pectinophilus	[Bacteroides]	pectinophilus
Otu00942	99.603	Gabonibacter massiliensis	Gabonibacter	massiliensis
Otu00943	95.669	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu00944	96.838	Blautia luti	Blautia	luti
Otu00946	95.635	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu00950	100	Streptococcus caballi	Streptococcus	caballi
Otu00951	100	Bacteroides caccae	Bacteroides	caccae
Otu00953	98.419	Eubacterium ventriosum	Eubacterium	ventriosum
Otu00954	97.628	Sporobacter termitidis	Sporobacter	termitidis
Otu00958	100	Solobacterium moorei	Solobacterium	moorei
Otu00960	98.81	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu00961	100	Actinomyces urogenitalis	Actinomyces	urogenitalis
Otu00962	95.669	Fournierella massiliensis	Fournierella	massiliensis
Otu00966	93.676	Hungateiclostridium clariflavum	Hungateiclostridium	clariflavum
Otu00971	94.488	[Bacteroides] pectinophilus	[Bacteroides]	pectinophilus
Otu00972	93.281	Roseburia hominis	Roseburia	hominis
Otu00974	93.701	Papillibacter cinnamivorans	Papillibacter	cinnamivorans
Otu00975	93.725	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu00977	96.457	Blautia hominis	Blautia	hominis
Otu00978	99.209	Clostridium moniliforme	Clostridium	moniliforme
Otu00979	99.206	Streptococcus ovis	Streptococcus	ovis
Otu00986	99.209	[Ruminococcus] torques	[Ruminococcus]	torques
Otu00987	94.071	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu00989	96.443	Fibrobacter intestinalis	Fibrobacter	intestinalis
Otu00991	97.233	Roseburia faecis	Roseburia	faecis
Otu00994	96.443	Anaerocolumna cellulosilytica	Anaerocolumna	cellulosilytica
Otu00997	96.825	Olsenella profusa	Olsenella	profusa
Otu00998	94.071	Slackia piriformis	Slackia	piriformis
Otu00999	93.281	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu01000	96.443	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu01003	96.047	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu01004	96.838	[Clostridium] xylanolyticum	[Clostridium]	xylanolyticum
Otu01007	98.79	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu01008	100	Bacillus idriensis	Bacillus	idriensis
Otu01012	100	Selenomonas bovis	Selenomonas	bovis
Otu01015	96.85	Kineothrix alysoides	Kineothrix	alysoides
Otu01016	100	Veillonella magna	Veillonella	magna
Otu01018	96.443	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01019	98.814	Lactobacillus ingluviei	Lactobacillus	ingluviei
Otu01021	96.047	Arcanobacterium wilhelmae	Arcanobacterium	wilhelmae
Otu01022	96.414	Butyricimonas paravirosa	Butyricimonas	paravirosa
Otu01023	93.281	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01027	96.047	Hungatella effluvii	Hungatella	effluvii
Otu01028	94.094	Papillibacter cinnamivorans	Papillibacter	cinnamivorans
Otu01029	93.676	[Clostridium] methylpentosum	[Clostridium]	methylpentosum
Otu01030	96.838	Blautia hominis	Blautia	hominis
Otu01031	94.466	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu01032	94.488	Ruminiclostridium papyrosolvens	Ruminiclostridium	papyrosolvens
Otu01033	96.825	Selenomonas bovis	Selenomonas	bovis
Otu01035	100	Coriobacterium glomerans	Coriobacterium	glomerans
Otu01036	99.209	Parabacteroides chongii	Parabacteroides	chongii
Otu01037	94.882	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01044	97.628	Blautia faecis	Blautia	faecis
Otu01046	96.443	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu01048	100	Anaerobiospirillum succiniciproducens	Anaerobiospirillum	succiniciproducens
Otu01050	96.429	Aminipila butyrica	Aminipila	butyrica
Otu01052	93.307	Gracilibacter thermotolerans	Gracilibacter	thermotolerans
Otu01055	94.071	Anaerobacterium chartisolvens	Anaerobacterium	chartisolvens
Otu01058	94.51	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01059	93.676	[Clostridium] polysaccharolyticum	[Clostridium]	polysaccharolyticum
Otu01062	93.651	Harryflintia acetispora	Harryflintia	acetispora
Otu01064	99.209	Parasutterella secunda	Parasutterella	secunda
Otu01065	100	Atopobium minutum	Atopobium	minutum
Otu01068	96.838	Muricomes intestini	Muricomes	intestini
Otu01069	98.016	Butyricimonas phoceensis	Butyricimonas	phoceensis
Otu01070	94.862	[Clostridium] colinum	[Clostridium]	colinum
Otu01071	98.394	Megasphaera elsdenii	Megasphaera	elsdenii
Otu01072	96.825	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu01074	97.628	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu01076	96.443	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu01080	96.429	Olsenella uli	Olsenella	uli
Otu01081	94.048	Phocea massiliensis	Phocea	massiliensis
Otu01085	96.838	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu01086	97.233	Acetivibrio ethanolgignens	Acetivibrio	ethanolgignens
Otu01089	94.048	Ihubacter massiliensis	Ihubacter	massiliensis
Otu01095	100	Megasphaera elsdenii	Megasphaera	elsdenii
Otu01097	95.238	Muribaculum intestinale	Muribaculum	intestinale
Otu01098	100	Weissella paramesenteroides	Weissella	paramesenteroides
Otu01101	96.047	Azoarcus buckelii	Azoarcus	buckelii
Otu01103	100	Christensenella minuta	Christensenella	minuta
Otu01106	100	Bacillus wudalianchiensis	Bacillus	wudalianchiensis
Otu01111	97.233	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01112	95.652	[Clostridium] leptum	[Clostridium]	leptum
Otu01113	100	Faecalicoccus pleomorphus	Faecalicoccus	pleomorphus
Otu01116	94.071	[Clostridium] lavalense	[Clostridium]	lavalense
Otu01124	96.443	Prevotella copri	Prevotella	copri
Otu01126	100	Bacteroides caecigallinarum	Bacteroides	caecigallinarum
Otu01128	93.701	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01131	96.838	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu01137	96.813	Anaerofilum pentosovorans	Anaerofilum	pentosovorans
Otu01139	96.063	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01141	94.071	Aminipila butyrica	Aminipila	butyrica
Otu01143	100	Campylobacter hyointestinalis	Campylobacter	hyointestinalis
Otu01148	97.628	[Clostridium] symbiosum	[Clostridium]	symbiosum
Otu01149	96.047	Lachnospira pectinoschiza	Lachnospira	pectinoschiza
Otu01150	98.419	Actinotignum urinale	Actinotignum	urinale
Otu01151	94.071	Prevotella oralis	Prevotella	oralis
Otu01153	100	Ralstonia pickettii	Ralstonia	pickettii
Otu01154	97.628	Bariatricus massiliensis	Bariatricus	massiliensis
Otu01167	98.024	Roseburia faecis	Roseburia	faecis
Otu01168	97.222	Selenomonas bovis	Selenomonas	bovis
Otu01171	98.419	[Clostridium] viride	[Clostridium]	viride
Otu01173	96.443	Prevotella stercorea	Prevotella	stercorea
Otu01178	96.838	Coprococcus eutactus	Coprococcus	eutactus
Otu01181	93.625	Eubacterium pyruvativorans	Eubacterium	pyruvativorans
Otu01182	96.825	Anaerotruncus colihominis	Anaerotruncus	colihominis
Otu01183	97.628	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu01184	93.359	Anaerotignum faecicola	Anaerotignum	faecicola
Otu01185	97.628	Clostridium paraputrificum	Clostridium	paraputrificum
Otu01186	93.701	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01187	95.257	Falcatimonas natans	Falcatimonas	natans
Otu01189	96.443	Subdoligranulum variabile	Subdoligranulum	variabile
Otu01194	96.047	[Ruminococcus] gnavus	[Ruminococcus]	gnavus
Otu01196	96.825	Mitsuokella multacida	Mitsuokella	multacida
Otu01197	95.652	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01198	94.862	Alistipes shahii	Alistipes	shahii
Otu01199	98.729	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu01200	96.838	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu01203	96.838	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01204	94.862	Anaerotignum aminivorans	Anaerotignum	aminivorans
Otu01206	93.307	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01207	94.862	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01208	96.047	Muricomes intestini	Muricomes	intestini
Otu01209	95.257	Anaerobium acetethylicum	Anaerobium	acetethylicum
Otu01220	97.233	Eubacterium limosum	Eubacterium	limosum
Otu01221	98.016	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu01222	100	Alistipes putredinis	Alistipes	putredinis
Otu01225	97.233	Blautia schinkii	Blautia	schinkii
Otu01226	99.605	Collinsella aerofaciens	Collinsella	aerofaciens
Otu01227	97.233	Prevotella copri	Prevotella	copri
Otu01234	96.443	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01235	96.443	Frisingicoccus caecimuris	Frisingicoccus	caecimuris
Otu01236	99.605	Anaerotignum lactatifermentans	Anaerotignum	lactatifermentans
Otu01237	96.838	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01238	99.153	Prevotella copri	Prevotella	copri
Otu01240	93.701	Sporobacter termitidis	Sporobacter	termitidis
Otu01241	96.443	Anaerosporobacter mobilis	Anaerosporobacter	mobilis
Otu01242	100	Moraxella pluranimalium	Moraxella	pluranimalium
Otu01244	100	Ignatzschineria indica	Ignatzschineria	indica
Otu01245	96.047	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu01247	95.652	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01248	98.024	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu01252	100	[Clostridium] leptum	[Clostridium]	leptum
Otu01254	97.908	Prevotella stercorea	Prevotella	stercorea
Otu01259	94.862	Prevotella jejuni	Prevotella	jejuni
Otu01260	98.81	Casaltella massiliensis	Casaltella	massiliensis
Otu01261	96.047	Luteitalea pratensis	Luteitalea	pratensis
Otu01262	93.254	Harryflintia acetispora	Harryflintia	acetispora
Otu01264	97.233	Blautia producta	Blautia	producta
Otu01265	94.862	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu01267	93.676	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01269	99.605	Blautia obeum	Blautia	obeum
Otu01273	94.862	[Eubacterium] siraeum	[Eubacterium]	siraeum
Otu01274	99.17	Selenomonas bovis	Selenomonas	bovis
Otu01275	93.676	Clostridium oryzae	Clostridium	oryzae
Otu01276	99.605	Anaerofustis stercorihominis	Anaerofustis	stercorihominis
Otu01279	96.787	Mitsuokella multacida	Mitsuokella	multacida
Otu01281	98.008	Agathobacter ruminis	Agathobacter	ruminis
Otu01283	94.466	Neglecta timonensis	Neglecta	timonensis
Otu01285	95.257	Prevotella copri	Prevotella	copri
Otu01288	96.813	Enterorhabdus muris	Enterorhabdus	muris
Otu01289	93.281	Neglecta timonensis	Neglecta	timonensis
Otu01290	97.222	Longibaculum muris	Longibaculum	muris
Otu01293	98.413	Olsenella profusa	Olsenella	profusa
Otu01294	96.838	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu01295	100	Brachyspira intermedia	Brachyspira	intermedia
Otu01296	95.652	Sporobacter termitidis	Sporobacter	termitidis
Otu01298	98.814	Alistipes onderdonkii	Alistipes	onderdonkii
Otu01299	94.862	[Ruminococcus] gnavus	[Ruminococcus]	gnavus
Otu01301	96.838	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu01303	96.825	Selenomonas bovis	Selenomonas	bovis
Otu01304	94.466	Anaerosporobacter mobilis	Anaerosporobacter	mobilis
Otu01306	94.118	Desulfovibrio oxamicus	Desulfovibrio	oxamicus
Otu01307	94.488	Cuneatibacter caecimuris	Cuneatibacter	caecimuris
Otu01308	93.651	Muribaculum intestinale	Muribaculum	intestinale
Otu01310	99.605	Aggregatibacter aphrophilus	Aggregatibacter	aphrophilus
Otu01313	97.244	Corynebacterium pseudotuberculosis	Corynebacterium	pseudotuberculosis
Otu01317	98.347	Prevotella copri	Prevotella	copri
Otu01318	98.024	Campylobacter cuniculorum	Campylobacter	cuniculorum
Otu01320	95.257	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu01321	97.233	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu01323	97.628	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01325	100	Blautia wexlerae	Blautia	wexlerae
Otu01326	100	Bacteroides vulgatus	Bacteroides	vulgatus
Otu01335	99.605	Lactobacillus agilis	Lactobacillus	agilis
Otu01337	97.49	Prevotella copri	Prevotella	copri
Otu01339	100	Aerococcus viridans	Aerococcus	viridans
Otu01342	94.071	Flintibacter butyricus	Flintibacter	butyricus
Otu01343	97.244	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu01344	96.047	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01345	98.419	Acetivibrio ethanolgignens	Acetivibrio	ethanolgignens
Otu01347	95.652	Pyramidobacter piscolens	Pyramidobacter	piscolens
Otu01350	98.394	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu01351	96.838	Haloactinomyces albus	Haloactinomyces	albus
Otu01352	96.047	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu01353	98.419	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu01355	100	Phascolarctobacterium faecium	Phascolarctobacterium	faecium
Otu01356	96.838	[Clostridium] glycyrrhizinilyticum	[Clostridium]	glycyrrhizinilyticum
Otu01364	94.048	Helcococcus ovis	Helcococcus	ovis
Otu01368	95.257	Anaerostipes caccae	Anaerostipes	caccae
Otu01371	98.039	Agathobacter ruminis	Agathobacter	ruminis
